language,error_type,buggy_code,fixed_code,line_no
Python,WildcardImport,from math import *,from math import sqrt,1
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1
Java,UnclosedString,"System.out.println(""Hello);","System.out.println(""Hello"");",1
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
Python,InvalidAssignment,5 = x,x = 5,1
Python,InvalidAssignment,5 = x,x = 5,1
Java,MissingDelimiter,int x = 10,int x = 10;,1
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1
C++,InvalidAssignment,5 = x;,x = 5;,1
C,UnmatchedBracket,"int main() {
  printf(""Hi"");
","int main() {
  printf(""Hi"");
}",2
C++,UnclosedString,"string s = ""hello;","string s = ""hello"";",1
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1
Python,WildcardImport,from os import *,"from os import path, getcwd",1
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1
Python,IndentationError,"while True:
break","while True:
    break",2
Java,TypeMismatch,"int x = ""5"";",int x = 5;,1
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1
Python,MutableDefault,"def update(val, config={}): config['val'] = val","def update(val, config=None):
    if config is None: config = {}
    config['val'] = val",1
C,UnmatchedBracket,"if (x > 5 { printf(""big""); }","if (x > 5) { printf(""big""); }",1
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1
C++,UnusedVariable,"int x = 10;
cout << ""Hi"";","cout << ""Hi"";",1
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
Python,MissingImport,"re.match(r'\d+', '123')","import re
re.match(r'\d+', '123')",1
C++,UnusedVariable,"int x = 10;
cout << ""Hi"";","cout << ""Hi"";",1
Python,MutableDefault,"def add_item(x, items=[]): items.append(x)","def add_item(x, items=None):
    if items is None: items = []
    items.append(x)",1
Java,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2
Python,ImportError,"from os import pathh
pathh.exists('file')","from os import path
path.exists('file')",1
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2
C,DuplicateDefinition,int var = 1; int var = 2;,int var = 1; var = 2;,1
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1
Java,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
C++,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  // Avoid division by zero,1
Java,TypeMismatch,"int x = ""5"" + 3;","int x = Integer.parseInt(""5"") + 3;",1
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
Python,NameError,print(undefined_var),"undefined_var = 10
print(undefined_var)",1
Python,UnclosedString,print('Hello),print('Hello'),1
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1
C,UndeclaredIdentifier,"printf(""%d"", x);","int x = 10;
printf(""%d"", x);",1
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
C,UnmatchedBracket,"int main() { printf(""Hi""; return 0; }","int main() { printf(""Hi""); return 0; }",1
Java,TypeMismatch,"int x = ""5"";",int x = 5;,1
Python,UnclosedString,print('Hello),print('Hello'),1
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1
Java,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
Python,MutableDefault,"def add_item(x, items=[]): items.append(x)","def add_item(x, items=None):
    if items is None: items = []
    items.append(x)",1
Python,ImportError,"import randomm
randomm.randint(1,10)","import random
random.randint(1,10)",1
Java,UnreachableCode,"return;
System.out.println(""Hi"");","System.out.println(""Hi"");",2
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1
Java,UnclosedString,"System.out.println(""Hello);","System.out.println(""Hello"");",1
Python,NameError,print(x),"x = 10
print(x)",1
Java,UnmatchedBracket,"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
","public class Test {
  public static void main(String[] args) {
    System.out.println(1);
  }
}",3
Java,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2
Python,ImportError,"import pandass
pandass.DataFrame()","import pandas
pandas.DataFrame()",1
Java,InvalidAssignment,"""hello"" = str;","str = ""hello"";",1
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
C++,MissingInclude,"int main() { cout << ""Hi""; return 0; }","#include <iostream>
using namespace std;
int main() { cout << ""Hi""; return 0; }",1
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1
Java,UndeclaredIdentifier,System.out.println(x);,"int x = 10;
System.out.println(x);",1
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1
Python,MissingImport,"np.array([1,2,3])","import numpy as np
np.array([1,2,3])",1
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1
Java,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2
C++,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2
Python,InvalidAssignment,5 = x,x = 5,1
Python,WildcardImport,from math import *,from math import sqrt,1
Python,MissingImport,"re.match(r'\d+', '123')","import re
re.match(r'\d+', '123')",1
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1
C,InfiniteLoop,"while (1) {
}","while (condition) {
}",1
Python,IndentationError,"for i in range(5):
print(i)","for i in range(5):
    print(i)",2
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1
Python,NameError,print(x),"x = 10
print(x)",1
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1
Python,MissingImport,"plt.plot([1,2,3])","import matplotlib.pyplot as plt
plt.plot([1,2,3])",1
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1
Python,MissingImport,"np.array([1,2,3])","import numpy as np
np.array([1,2,3])",1
C++,UnclosedString,"string s = ""hello;","string s = ""hello"";",1
Java,MissingDelimiter,int x = 5,int x = 5;,1
C,DuplicateDefinition,void func() {} void func() {},void func() {} void func2() {},1
Python,UnclosedString,print('Hello),print('Hello'),1
Java,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
C++,UnclosedString,"string msg = ""error;","string msg = ""error"";",1
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2
Python,DivisionByZero,result = 100 / (x - x),"result = 100 / max(x - x, 1)",1
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
C,MissingDelimiter,"printf(""Hello"")","printf(""Hello"");",1
C,UnusedVariable,"int x = 10;
printf(""Hi"");","printf(""Hi"");",1
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
C,MissingInclude,"int main() { strlen(""test""); return 0; }","#include <string.h>
int main() { strlen(""test""); return 0; }",1
C,MissingDelimiter,int x = 10,int x = 10;,1
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1
C,MissingInclude,"int main() { strlen(""test""); return 0; }","#include <string.h>
int main() { strlen(""test""); return 0; }",1
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1
Python,UnclosedString,print('Hello),print('Hello'),1
C++,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2
Python,NameError,total = count * 2,"count = 5
total = count * 2",1
Java,UnreachableCode,"return;
System.out.println(""Hi"");","System.out.println(""Hi"");",2
Python,NameError,print(undefined_var),"undefined_var = 10
print(undefined_var)",1
Python,NameError,print(x),"x = 10
print(x)",1
C++,MissingInclude,int main() { cin >> x; return 0; },"#include <iostream>
using namespace std;
int main() { int x; cin >> x; return 0; }",1
Java,InfiniteLoop,"while (true) {
}","while (condition) {
}",1
C++,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
Java,UnusedVariable,"int x = 10;
System.out.println(""Hi"");","System.out.println(""Hi"");",1
C,DivisionByZero,int r = 25 / (b - b);,int r = 25 / ((b - b) ? (b - b) : 1);,1
Python,InvalidAssignment,5 = x,x = 5,1
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1
Python,ImportError,"import pandass
pandass.DataFrame()","import pandas
pandas.DataFrame()",1
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
C,MissingInclude,"int main() { scanf(""%d"", &x); return 0; }","#include <stdio.h>
int main() { int x; scanf(""%d"", &x); return 0; }",1
C++,TypeMismatch,"int x = ""5"";",int x = 5;,1
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1
C,MissingDelimiter,"printf(""Hello"")","printf(""Hello"");",1
Python,MissingImport,data = json.loads('{}'),"import json
data = json.loads('{}')",1
C++,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2
C,InfiniteLoop,"while (1) {
}","while (condition) {
}",1
C,InvalidAssignment,5 = x;,int x = 5;,1
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1
Java,UnusedVariable,"int x = 10;
System.out.println(""Hi"");","System.out.println(""Hi"");",1
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1
C,InfiniteLoop,"while (1) {
}","while (condition) {
}",1
Python,NameError,total = count * 2,"count = 5
total = count * 2",1
Python,NameError,print(x),"x = 10
print(x)",1
Python,MissingImport,request.get('url'),"import requests
request.get('url')",1
Python,MissingImport,"re.match(r'\d+', '123')","import re
re.match(r'\d+', '123')",1
C,UndeclaredIdentifier,"printf(""%d"", x);","int x = 10;
printf(""%d"", x);",1
C,MissingDelimiter,float pi = 3.14,float pi = 3.14;,1
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
C++,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
Java,MissingDelimiter,return result,return result;,1
C,MissingInclude,"int main() { strlen(""test""); return 0; }","#include <string.h>
int main() { strlen(""test""); return 0; }",1
Python,WildcardImport,from math import *,"from math import sqrt, pi",1
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1
C,UnusedVariable,char c = 'a'; int result = 5;,int result = 5;,1
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1
C++,UnusedVariable,"int x = 10;
cout << ""Hi"";","cout << ""Hi"";",1
Python,WildcardImport,from math import *,from math import sqrt,1
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1
C++,UnreachableCode,"return 0;
cout << ""Hi"";","cout << ""Hi"";",2
Python,NameError,print(x),"x = 10
print(x)",1
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1
Python,MutableDefault,"def add_item(x, lst=[]): lst.append(x)","def add_item(x, lst=None):
    if lst is None: lst = []
    lst.append(x)",1
Python,UnreachableCode,"return
print('Hi')",print('Hi'),2
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2
C,MissingDelimiter,int x = 10,int x = 10;,1
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1
Python,NameError,print(undefined_var),"undefined_var = 10
print(undefined_var)",1
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1
C++,MissingInclude,"cout << ""Hello"";","#include <iostream>
using namespace std;
cout << ""Hello"";",1
Python,IndentationError,"for i in range(5):
print(i)","for i in range(5):
    print(i)",2
C++,InvalidAssignment,"""hello"" = str;","str = ""hello"";",1
Python,WildcardImport,from math import *,from math import sqrt,1
C++,InvalidAssignment,5 = x;,x = 5;,1
Java,UnclosedString,"System.out.println(""Hello);","System.out.println(""Hello"");",1
C++,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
Python,IndentationError,"while True:
break","while True:
    break",2
Python,MissingImport,"re.match(r'\d+', '123')","import re
re.match(r'\d+', '123')",1
Python,MutableDefault,"def append_to(element, lst=[]): lst.append(element)","def append_to(element, lst=None):
    if lst is None: lst = []
    lst.append(element)",1
Python,ImportError,"from os import pathh
pathh.exists('file')","from os import path
path.exists('file')",1
Python,MutableDefault,"def add_item(x, items=[]): items.append(x)","def add_item(x, items=None):
    if items is None: items = []
    items.append(x)",1
Java,MissingImport,ArrayList list = new ArrayList();,"import java.util.ArrayList;
ArrayList list = new ArrayList();",1
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1
C++,UnmatchedBracket,"if (x > 5 { cout << ""big""; }","if (x > 5) { cout << ""big""; }",1
Python,IndentationError,"if True:
x = 5","if True:
    x = 5",2
C,DuplicateDefinition,int x = 5; int x = 10;,int x = 5; x = 10;,1
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2
Python,MissingImport,request.get('url'),"import requests
request.get('url')",1
C,MissingDelimiter,int x = 10,int x = 10;,1
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1
C,MissingInclude,int main() { sqrt(16); return 0; },"#include <math.h>
int main() { sqrt(16); return 0; }",1
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1
Python,TypeMismatch,"age = input('Enter age: ')
if age > 18:
    print('Adult')","age = int(input('Enter age: '))
if age > 18:
    print('Adult')",2
Python,TypeMismatch,"numbers = ['1', '2', '3']
total = sum(numbers)","numbers = [1, 2, 3]
total = sum(numbers)",2
Python,TypeMismatch,result = '10' + 5,result = 10 + 5,1
Python,TypeMismatch,"price = '100'
discount = price * 0.1","price = 100
discount = price * 0.1",2
Python,TypeMismatch,"count = '5'
for i in range(count):
    print(i)","count = 5
for i in range(count):
    print(i)",2
Python,TypeMismatch,"x = '3'
y = 2
z = x ** y","x = 3
y = 2
z = x ** y",3
Python,TypeMismatch,"nums = '12345'
print(len(nums[0:2]) + 10)","nums = [1, 2, 3, 4, 5]
print(len(nums[0:2]) + 10)",2
Python,TypeMismatch,"data = {'age': '25'}
if data['age'] > 20:
    print('Valid')","data = {'age': 25}
if data['age'] > 20:
    print('Valid')",2
Python,TypeMismatch,"items = '5'
while items > 0:
    items -= 1","items = 5
while items > 0:
    items -= 1",2
Python,TypeMismatch,"value = input('Number: ')
result = value / 2","value = float(input('Number: '))
result = value / 2",2
Python,TypeMismatch,"scores = ['90', '85', '95']
average = sum(scores) / len(scores)","scores = [90, 85, 95]
average = sum(scores) / len(scores)",2
Python,TypeMismatch,"x = '10'
y = '20'
print(x + y)","x = 10
y = 20
print(x + y)",3
Python,TypeMismatch,"temperature = '98.6'
if temperature > 100:
    print('Fever')","temperature = 98.6
if temperature > 100:
    print('Fever')",2
Python,TypeMismatch,"index = '0'
list_items = [1, 2, 3]
print(list_items[index])","index = 0
list_items = [1, 2, 3]
print(list_items[index])",3
Python,TypeMismatch,"quantity = input('Qty: ')
total = quantity * 100","quantity = int(input('Qty: '))
total = quantity * 100",2
Python,TypeMismatch,"hours = '8'
wage = 15
salary = hours * wage","hours = 8
wage = 15
salary = hours * wage",3
Python,TypeMismatch,"val = '42'
if val % 2 == 0:
    print('Even')","val = 42
if val % 2 == 0:
    print('Even')",2
Python,TypeMismatch,"nums = '123'
for n in nums:
    print(int(n) + 5)","nums = [1, 2, 3]
for n in nums:
    print(n + 5)",2
Python,TypeMismatch,"length = '10'
width = 5
area = length * width","length = 10
width = 5
area = length * width",3
Python,TypeMismatch,"user_input = input('Value: ')
if user_input == 10:
    print('Match')","user_input = int(input('Value: '))
if user_input == 10:
    print('Match')",2
Python,TypeMismatch,"data = '100'
percentage = (data / 1000) * 100","data = 100
percentage = (data / 1000) * 100",2
Python,TypeMismatch,"size = '5'
array = [0] * size","size = 5
array = [0] * size",2
Python,TypeMismatch,"num = '7'
if num in [5, 10, 15]:
    print('Found')","num = 7
if num in [5, 10, 15]:
    print('Found')",2
Python,TypeMismatch,"count = input('Count: ')
for _ in range(count):
    print('Loop')","count = int(input('Count: '))
for _ in range(count):
    print('Loop')",2
Python,TypeMismatch,"x = '3.14'
y = 2
result = x * y","x = 3.14
y = 2
result = x * y",3
Java,TypeMismatch,"String count = ""10"";
int result = count + 5;","int count = 10;
int result = count + 5;",2
Java,TypeMismatch,"String price = ""100"";
double tax = price * 0.1;","double price = 100;
double tax = price * 0.1;",2
Java,TypeMismatch,"int x = 10;
String y = 5;
int sum = x + y;","int x = 10;
int y = 5;
int sum = x + y;",3
Java,TypeMismatch,"boolean flag = ""true"";
if (flag) { System.out.println(""OK""); }","boolean flag = true;
if (flag) { System.out.println(""OK""); }",1
Java,TypeMismatch,"String age = ""25"";
if (age > 18) { System.out.println(""Adult""); }","int age = 25;
if (age > 18) { System.out.println(""Adult""); }",2
Java,TypeMismatch,"int[] numbers = {1, 2, 3};
String total = numbers[0] + numbers[1];","int[] numbers = {1, 2, 3};
int total = numbers[0] + numbers[1];",2
Java,TypeMismatch,"double value = 10.5;
int result = value;","double value = 10.5;
int result = (int)value;",2
Java,TypeMismatch,"String num = ""42"";
int doubled = num * 2;","int num = 42;
int doubled = num * 2;",2
Java,TypeMismatch,"char letter = 'A';
String word = letter + ""BC"";","char letter = 'A';
String word = Character.toString(letter) + ""BC"";",2
Java,TypeMismatch,"float f = 3.14;
int i = f + 10;","float f = 3.14f;
int i = (int)f + 10;",2
Java,TypeMismatch,"String size = ""100"";
for (int i = 0; i < size; i++) { }","int size = 100;
for (int i = 0; i < size; i++) { }",2
Java,TypeMismatch,"Object obj = ""Hello"";
int len = obj.length();","String obj = ""Hello"";
int len = obj.length();",2
Java,TypeMismatch,"long big = 1000000;
int small = big;","long big = 1000000;
int small = (int)big;",2
Java,TypeMismatch,"String[] arr = new String[5];
int count = arr;","String[] arr = new String[5];
int count = arr.length;",2
Java,TypeMismatch,"double d = 9.99;
boolean check = d;","double d = 9.99;
boolean check = (d > 0);",2
Java,TypeMismatch,"String val = ""50"";
if (val % 2 == 0) { }","int val = 50;
if (val % 2 == 0) { }",2
Java,TypeMismatch,"int x = 10;
String y = x;","int x = 10;
String y = String.valueOf(x);",2
Java,TypeMismatch,byte b = 200;,byte b = (byte)200;,1
Java,TypeMismatch,"String number = ""123"";
int sum = number + 10;","int number = 123;
int sum = number + 10;",2
Java,TypeMismatch,"float price = 19.99;
String display = price;","float price = 19.99f;
String display = String.valueOf(price);",2
Java,TypeMismatch,"int[] data = {1, 2, 3};
String info = data;","int[] data = {1, 2, 3};
String info = Arrays.toString(data);",2
Java,TypeMismatch,"char c = '5';
int num = c + 10;","char c = '5';
int num = Character.getNumericValue(c) + 10;",2
Java,TypeMismatch,"String flag = ""1"";
if (flag) { }","boolean flag = true;
if (flag) { }",2
Java,TypeMismatch,"double rate = 5.5;
int percentage = rate * 100;","double rate = 5.5;
int percentage = (int)(rate * 100);",2
Java,TypeMismatch,"String input = ""10"";
while (input > 0) { input--; }","int input = 10;
while (input > 0) { input--; }",2
C,TypeMismatch,"int x = 10;
float y = 3.14;
int z = x + y;","int x = 10;
float y = 3.14;
float z = x + y;",3
C,TypeMismatch,"char *str = ""Hello"";
int len = str;","char *str = ""Hello"";
int len = strlen(str);",2
C,TypeMismatch,"int num = 42;
char ch = num;","int num = 42;
char ch = (char)num;",2
C,TypeMismatch,"float f = 3.14;
int i = f;","float f = 3.14;
int i = (int)f;",2
C,TypeMismatch,"double d = 10.5;
int x = d + 5;","double d = 10.5;
int x = (int)d + 5;",2
C,TypeMismatch,"int arr[5];
int size = arr;","int arr[5];
int size = sizeof(arr)/sizeof(arr[0]);",2
C,TypeMismatch,"char c = 'A';
int code = c + ""BC"";","char c = 'A';
int code = (int)c;",2
C,TypeMismatch,"void *ptr = malloc(10);
int val = ptr;","void *ptr = malloc(10);
int *val = (int*)ptr;",2
C,TypeMismatch,"long l = 1000000;
short s = l;","long l = 1000000;
short s = (short)l;",2
C,TypeMismatch,"unsigned int u = 100;
int i = u;","unsigned int u = 100;
int i = (int)u;",2
C,TypeMismatch,"float price = 19.99;
char display = price;","float price = 19.99;
int display = (int)price;",2
C,TypeMismatch,"int *p = NULL;
int val = p;","int *p = NULL;
int val = (p != NULL) ? *p : 0;",2
C,TypeMismatch,"char str[10] = ""test"";
int x = str;","char str[10] = ""test"";
int x = strlen(str);",2
C,TypeMismatch,"double d = 5.5;
char c = d;","double d = 5.5;
char c = (char)d;",2
C,TypeMismatch,"enum Color {RED, GREEN};
int x = RED;
char y = x;","enum Color {RED, GREEN};
int x = RED;
int y = x;",3
C,TypeMismatch,"float f = 3.14159;
int i = f * 100;","float f = 3.14159;
int i = (int)(f * 100);",2
C,TypeMismatch,"int a = 10;
void *v = a;","int a = 10;
void *v = (void*)&a;",2
C,TypeMismatch,"char ch = 100;
int *ptr = ch;","char ch = 100;
int *ptr = (int*)&ch;",2
C,TypeMismatch,"short s = 32000;
char c = s;","short s = 32000;
char c = (char)s;",2
C,TypeMismatch,"int x = 5;
float *fp = x;","int x = 5;
float *fp = (float*)&x;",2
C,TypeMismatch,"double rate = 0.05;
int percent = rate;","double rate = 0.05;
int percent = (int)rate;",2
C,TypeMismatch,"long long ll = 999999999;
int i = ll;","long long ll = 999999999;
int i = (int)ll;",2
C,TypeMismatch,"float values[3] = {1.1, 2.2, 3.3};
int sum = values[0] + values[1];","float values[3] = {1.1, 2.2, 3.3};
float sum = values[0] + values[1];",2
C,TypeMismatch,"char *name = ""John"";
int n = name[0];","char *name = ""John"";
char n = name[0];",2
C,TypeMismatch,"int x = 10, y = 3;
int result = x / y;","int x = 10, y = 3;
float result = (float)x / y;",2
C++,TypeMismatch,"string str = ""100"";
int num = str + 10;","string str = ""100"";
int num = stoi(str) + 10;",2
C++,TypeMismatch,"int x = 10;
string y = x;","int x = 10;
string y = to_string(x);",2
C++,TypeMismatch,"double d = 3.14;
int i = d;","double d = 3.14;
int i = static_cast<int>(d);",2
C++,TypeMismatch,"vector<int> vec = {1, 2, 3};
int size = vec;","vector<int> vec = {1, 2, 3};
int size = vec.size();",2
C++,TypeMismatch,"char c = '5';
int num = c;","char c = '5';
int num = c - '0';",2
C++,TypeMismatch,"float f = 2.5;
int *ptr = f;","float f = 2.5;
int *ptr = reinterpret_cast<int*>(&f);",2
C++,TypeMismatch,"string name = ""Alice"";
char ch = name;","string name = ""Alice"";
char ch = name[0];",2
C++,TypeMismatch,"int arr[5];
int len = arr;","int arr[5];
int len = sizeof(arr)/sizeof(arr[0]);",2
C++,TypeMismatch,"bool flag = ""true"";
if (flag) { cout << ""OK""; }","bool flag = true;
if (flag) { cout << ""OK""; }",1
C++,TypeMismatch,"long l = 100000;
short s = l;","long l = 100000;
short s = static_cast<short>(l);",2
C++,TypeMismatch,"string price = ""19.99"";
double cost = price * 1.1;","double price = 19.99;
double cost = price * 1.1;",2
C++,TypeMismatch,"int x = 42;
void *p = x;","int x = 42;
void *p = static_cast<void*>(&x);",2
C++,TypeMismatch,"char *str = ""test"";
int val = str;","char *str = ""test"";
int val = strlen(str);",2
C++,TypeMismatch,"float rate = 0.05;
int percent = rate * 100;","float rate = 0.05;
int percent = static_cast<int>(rate * 100);",2
C++,TypeMismatch,"unsigned int u = 200;
char c = u;","unsigned int u = 200;
char c = static_cast<char>(u);",2
C++,TypeMismatch,"double temperature = 98.6;
string temp = temperature;","double temperature = 98.6;
string temp = to_string(temperature);",2
C++,TypeMismatch,"int *ptr = nullptr;
int value = ptr;","int *ptr = nullptr;
int value = (ptr != nullptr) ? *ptr : 0;",2
C++,TypeMismatch,"string count = ""10"";
for (int i = 0; i < count; i++) { }","int count = 10;
for (int i = 0; i < count; i++) { }",2
C++,TypeMismatch,"enum Status {OK, ERROR};
string msg = OK;","enum Status {OK, ERROR};
int msg = OK;",2
C++,TypeMismatch,"float f = 3.14159;
int i = f + 10;","float f = 3.14159;
int i = static_cast<int>(f) + 10;",2
C++,TypeMismatch,"char ch = 'A';
string str = ch;","char ch = 'A';
string str = string(1, ch);",2
C++,TypeMismatch,"int x = 10;
float y = 3.5;
int z = x + y;","int x = 10;
float y = 3.5;
float z = x + y;",3
C++,TypeMismatch,"vector<string> words;
int count = words;","vector<string> words;
int count = words.size();",2
C++,TypeMismatch,"double pi = 3.14159;
char display = pi;","double pi = 3.14159;
int display = static_cast<int>(pi);",2
C++,TypeMismatch,"string input = ""42"";
if (input > 40) { cout << ""Big""; }","int input = 42;
if (input > 40) { cout << ""Big""; }",2
Python,DivisionByZero,"x = 10
y = 0
result = x / y","x = 10
y = 0
result = x / y if y != 0 else 0",3
Python,DivisionByZero,"def divide(a, b):
    return a / b
result = divide(10, 0)","def divide(a, b):
    return a / b if b != 0 else 0
result = divide(10, 0)",2
Python,DivisionByZero,"total = 100
count = 0
average = total / count","total = 100
count = 0
average = total / count if count > 0 else 0",3
Python,DivisionByZero,"num = 50
divisor = 5 - 5
quotient = num / divisor","num = 50
divisor = 5 - 5
quotient = num / divisor if divisor != 0 else 0",3
Python,DivisionByZero,"a = 10
b = 0
c = a // b","a = 10
b = 0
c = a // b if b != 0 else 0",3
Python,DivisionByZero,"price = 100
quantity = 0
unit_price = price / quantity","price = 100
quantity = 0
unit_price = price / quantity if quantity > 0 else 0",3
Python,DivisionByZero,"sum_val = 500
num_items = 0
mean = sum_val / num_items","sum_val = 500
num_items = 0
mean = sum_val / num_items if num_items > 0 else 0",3
Python,DivisionByZero,"x = 25
y = 10 - 10
mod = x % y","x = 25
y = 10 - 10
mod = x % y if y != 0 else 0",3
Python,DivisionByZero,"numerator = 100
denominator = 0
fraction = numerator / denominator","numerator = 100
denominator = 0
fraction = numerator / denominator if denominator != 0 else 0",3
Python,DivisionByZero,"score = 85
total_tests = 0
percentage = (score / total_tests) * 100","score = 85
total_tests = 0
percentage = (score / total_tests) * 100 if total_tests > 0 else 0",3
