code,language,error_type,predicted
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
"int i = 0; while (i < 10) { printf(""%d"", i); }",C,InfiniteLoop,InfiniteLoop
int main() { vector<int> v; return 0; },C++,MissingInclude,MissingInclude
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
"plt.plot([1,2,3])",Python,MissingImport,MissingImport
result = x + y,Python,NameError,NameError
int r = 75 / (c - c);,C++,DivisionByZero,DivisionByZero
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
int result = 10 / 0;,C++,DivisionByZero,DivisionByZero
"from os import pathh
pathh.exists('file')",Python,ImportError,ImportError
from os import *,Python,WildcardImport,WildcardImport
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
"if True:
x = 5",Python,IndentationError,IndentationError
result = x + y,Python,NameError,NameError
"import randomm
randomm.randint(1,10)",Python,ImportError,ImportError
5 = x,Python,InvalidAssignment,InvalidAssignment
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
int x = 10,Java,MissingDelimiter,DivisionByZero
"import pandass
pandass.DataFrame()",Python,ImportError,ImportError
return result,Java,MissingDelimiter,MissingDelimiter
5 = x;,Java,InvalidAssignment,InvalidAssignment
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
"def func():
print('Hi')",Python,IndentationError,IndentationError
result = x + y,Python,NameError,NameError
"cout << ""Hello;",C++,UnclosedString,UnclosedString
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
10 + 5 = result;,C++,InvalidAssignment,DivisionByZero
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
result = math.sqrt(16),Python,MissingImport,MissingImport
5 = x;,Java,InvalidAssignment,InvalidAssignment
while (true { break; },C,UnmatchedBracket,IndentationError
int r = 50 / (a - a);,Java,DivisionByZero,DivisionByZero
"import numpyy
numpyy.array([1,2])",Python,ImportError,ImportError
"printf(""Hello"")",C,MissingDelimiter,UnclosedString
"int main() { scanf(""%d"", &x); return 0; }",C,MissingInclude,MissingInclude
int x = 10,Java,MissingDelimiter,DivisionByZero
5 = x;,C,InvalidAssignment,InvalidAssignment
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
"while True:
break",Python,IndentationError,IndentationError
"def append_to(element, lst=[]): lst.append(element)",Python,MutableDefault,MutableDefault
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
5 = x;,C,InvalidAssignment,InvalidAssignment
"int main() { cout << ""Hi""; return 0; }",C++,MissingInclude,MissingInclude
print(x),Python,NameError,NameError
int main() { vector<int> v; return 0; },C++,MissingInclude,MissingInclude
"printf(""Hello"");",C,MissingInclude,UnclosedString
5 = x;,C++,InvalidAssignment,InvalidAssignment
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
print((1 + 2),Python,UnmatchedBracket,UnmatchedBracket
data = json.loads('{}'),Python,MissingImport,MissingImport
"def update(val, config={}): config['val'] = val",Python,MutableDefault,MutableDefault
print(undefined_var),Python,NameError,NameError
print(x),Python,NameError,NameError
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
"int x = ""hello"";",C++,TypeMismatch,TypeMismatch
"def func():
print('Hi')",Python,IndentationError,IndentationError
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
5 = x,Python,InvalidAssignment,InvalidAssignment
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
from math import *,Python,WildcardImport,WildcardImport
"if (x > 5 { printf(""big""); }",C,UnmatchedBracket,UnmatchedBracket
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"from os import pathh
pathh.exists('file')",Python,ImportError,ImportError
"int main() { printf(""Hello""); return 0; }",C,MissingInclude,MissingInclude
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
int r = 75 / (c - c);,C++,DivisionByZero,DivisionByZero
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"vector<int> v = {1, 2, 3;",C++,UnmatchedBracket,UnmatchedBracket
"int main() { scanf(""%d"", &x); return 0; }",C,MissingInclude,MissingInclude
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
int var = 1; int var = 2;,C,DuplicateDefinition,DuplicateDefinition
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
print(x),Python,NameError,NameError
"for i in range(5):
print(i)",Python,IndentationError,IndentationError
now = datetime.now(),Python,MissingImport,MissingImport
int r = 50 / (a - a);,Java,DivisionByZero,DivisionByZero
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"import pandass
pandass.DataFrame()",Python,ImportError,ImportError
"int main() { string s = ""hi""; return 0; }",C++,MissingInclude,MissingInclude
int x = 10,Java,MissingDelimiter,DivisionByZero
int main() { sqrt(16); return 0; },C,MissingInclude,MissingInclude
df = pd.DataFrame(),Python,MissingImport,MissingImport
print(x),Python,NameError,NameError
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
int x = 10,C++,MissingDelimiter,DivisionByZero
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"from os import pathh
pathh.exists('file')",Python,ImportError,ImportError
5 = x,Python,InvalidAssignment,InvalidAssignment
5 = x;,Java,InvalidAssignment,InvalidAssignment
"int main() { strlen(""test""); return 0; }",C,MissingInclude,MissingInclude
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
print(undefined_var),Python,NameError,NameError
"def add_item(x, items=[]): items.append(x)",Python,MutableDefault,MutableDefault
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"def func():
print('Hi')",Python,IndentationError,IndentationError
print('Hello),Python,UnclosedString,UnclosedString
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
10 + 5 = result;,C++,InvalidAssignment,DivisionByZero
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
from math import *,Python,WildcardImport,WildcardImport
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
int main() { vector<int> v; return 0; },C++,MissingInclude,MissingInclude
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
from math import *,Python,WildcardImport,WildcardImport
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
os.path.exists('file'),Python,MissingImport,MissingImport
"int i = 0; while (i < 10) { printf(""%d"", i); }",C,InfiniteLoop,InfiniteLoop
int x = 10,C,MissingDelimiter,DivisionByZero
"def func():
print('Hi')",Python,IndentationError,IndentationError
"def add_item(x, items=[]): items.append(x)",Python,MutableDefault,MutableDefault
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
"int main() { string s = ""hi""; return 0; }",C++,MissingInclude,MissingInclude
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
print(name),Python,NameError,NameError
df = pd.DataFrame(),Python,MissingImport,MissingImport
x = 100 / (5 - 5),Python,DivisionByZero,InvalidAssignment
"int x = ""text"";",C,TypeMismatch,TypeMismatch
result = math.sqrt(16),Python,MissingImport,MissingImport
from os import *,Python,WildcardImport,WildcardImport
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
result = 100 / (x - x),Python,DivisionByZero,DivisionByZero
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
"np.array([1,2,3])",Python,MissingImport,MissingImport
result = 100 / (x - x),Python,DivisionByZero,DivisionByZero
int result = 10 / 0;,C,DivisionByZero,DivisionByZero
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
return result,Java,MissingDelimiter,MissingDelimiter
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
"def func():
print('Hi')",Python,IndentationError,IndentationError
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
for (int i = 0; i < 10; i++ { },C,UnmatchedBracket,InfiniteLoop
"int arr[] = {1, 2, 3;",C,UnmatchedBracket,UnmatchedBracket
from datetime import datetimee,Python,ImportError,ImportError
"printf(""Hello);",C,UnclosedString,UnclosedString
x = 100 / (5 - 5),Python,DivisionByZero,InvalidAssignment
result = 100 / (x - x),Python,DivisionByZero,DivisionByZero
"int x = ""5"";",C,TypeMismatch,DivisionByZero
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"printf(""Hello"")",C,MissingDelimiter,UnclosedString
print((1 + 2),Python,UnmatchedBracket,UnmatchedBracket
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
int r = 75 / (c - c);,C++,DivisionByZero,DivisionByZero
int x = 10,C,MissingDelimiter,DivisionByZero
"printf(""Hello);",C,UnclosedString,UnclosedString
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"int x = ""5"" + 3;",Java,TypeMismatch,DivisionByZero
print(name),Python,NameError,NameError
"printf(""Hello);",C,UnclosedString,UnclosedString
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
print(x),Python,NameError,NameError
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
for (;;) { },Java,InfiniteLoop,InfiniteLoop
int main() { vector<int> v; return 0; },C++,MissingInclude,MissingInclude
int x = 10,Java,MissingDelimiter,DivisionByZero
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"int x = ""5"";",C,TypeMismatch,DivisionByZero
"int main() { string s = ""hi""; return 0; }",C++,MissingInclude,MissingInclude
"def process(data, cache={}): cache[data] = True",Python,MutableDefault,MutableDefault
"def update(val, config={}): config['val'] = val",Python,MutableDefault,MutableDefault
int r = 75 / (c - c);,C++,DivisionByZero,DivisionByZero
int r = 75 / (c - c);,C++,DivisionByZero,DivisionByZero
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
void func() {} void func() {},C,DuplicateDefinition,DuplicateDefinition
from os import *,Python,WildcardImport,WildcardImport
"int calc(int a, int b { return a + b; }",C,UnmatchedBracket,MissingDelimiter
from datetime import datetimee,Python,ImportError,ImportError
"def add_item(x, items=[]): items.append(x)",Python,MutableDefault,MutableDefault
"class Test:
def __init__(self):
pass",Python,IndentationError,IndentationError
"for i in range(5):
print(i)",Python,IndentationError,IndentationError
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"def append_to(element, lst=[]): lst.append(element)",Python,MutableDefault,MutableDefault
float unused = 3.14; return 0;,C,UnusedVariable,MissingDelimiter
print((1 + 2),Python,UnmatchedBracket,UnmatchedBracket
"def process(data, cache={}): cache[data] = True",Python,MutableDefault,MutableDefault
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
5 = x,Python,InvalidAssignment,InvalidAssignment
from datetime import datetimee,Python,ImportError,ImportError
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"import numpyy
numpyy.array([1,2])",Python,ImportError,ImportError
void func() {} void func() {},C,DuplicateDefinition,DuplicateDefinition
for (;;) { },Java,InfiniteLoop,InfiniteLoop
"import randomm
randomm.randint(1,10)",Python,ImportError,ImportError
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
int y = 20,C++,MissingDelimiter,MissingDelimiter
int main() { vector<int> v; return 0; },C++,MissingInclude,MissingInclude
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
from math import *,Python,WildcardImport,WildcardImport
"import pandass
pandass.DataFrame()",Python,ImportError,ImportError
int i = 0; while (i < 10) { System.out.println(i); },Java,InfiniteLoop,InfiniteLoop
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"plt.plot([1,2,3])",Python,MissingImport,MissingImport
request.get('url'),Python,MissingImport,MissingImport
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
return result,Java,MissingDelimiter,MissingDelimiter
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
"printf(""Hello);",C,UnclosedString,UnclosedString
while (1) { },C,InfiniteLoop,InfiniteLoop
"int main() {
  printf(""Hi"");
",C,UnmatchedBracket,UnmatchedBracket
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"""hello"" = str;",C++,InvalidAssignment,InvalidAssignment
int x = 10,Java,MissingDelimiter,DivisionByZero
"return 0;
cout << ""Hi"";",C++,UnreachableCode,UnreachableCode
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
print(undefined_var),Python,NameError,NameError
"class Test:
def __init__(self):
pass",Python,IndentationError,IndentationError
"vector<int> v = {1, 2, 3;",C++,UnmatchedBracket,UnmatchedBracket
print('Hello),Python,UnclosedString,UnclosedString
"int x = ""hello"";",C++,TypeMismatch,TypeMismatch
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
from datetime import datetimee,Python,ImportError,ImportError
for (int i = 0; i < 10; i++ { },C,UnmatchedBracket,InfiniteLoop
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"def add_item(x, items=[]): items.append(x)",Python,MutableDefault,MutableDefault
"if True:
x = 5",Python,IndentationError,IndentationError
data = json.loads('{}'),Python,MissingImport,MissingImport
int x = 5,Java,MissingDelimiter,DivisionByZero
int x = 10,Java,MissingDelimiter,DivisionByZero
int r = 25 / (b - b);,C,DivisionByZero,DivisionByZero
"int x = ""5"" + 3;",Java,TypeMismatch,DivisionByZero
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
from math import *,Python,WildcardImport,WildcardImport
int x = 5,Java,MissingDelimiter,DivisionByZero
"int x = 10; printf(""Hi"");",C,UnusedVariable,UnusedVariable
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
int main() { cin >> x; return 0; },C++,MissingInclude,MissingInclude
"int calc(int a, int b { return a + b; }",C,UnmatchedBracket,MissingDelimiter
int x = 10,Java,MissingDelimiter,DivisionByZero
int x = 10,C++,MissingDelimiter,DivisionByZero
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
"cout << ""Hello;",C++,UnclosedString,UnclosedString
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
"printf(""Hello"")",C,MissingDelimiter,UnclosedString
"random.randint(1, 10)",Python,MissingImport,MissingImport
from random import *,Python,WildcardImport,WildcardImport
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
print(name),Python,NameError,NameError
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
from random import *,Python,WildcardImport,WildcardImport
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
"int main() {
  printf(""Hi"");
",C,UnmatchedBracket,UnmatchedBracket
from math import *,Python,WildcardImport,WildcardImport
char c = 'a'; int result = 5;,C,UnusedVariable,DivisionByZero
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
print((1 + 2),Python,UnmatchedBracket,UnmatchedBracket
"def func():
print('Hi')",Python,IndentationError,IndentationError
int y = 20,C++,MissingDelimiter,MissingDelimiter
"def func():
print('Hi')",Python,IndentationError,IndentationError
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"int x = ""hello"";",C++,TypeMismatch,TypeMismatch
"int x = ""text"";",C,TypeMismatch,TypeMismatch
"def process(data, cache={}): cache[data] = True",Python,MutableDefault,MutableDefault
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
int y = 20,C++,MissingDelimiter,MissingDelimiter
"for (;;) { printf(""loop""); }",C,InfiniteLoop,InfiniteLoop
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
from math import *,Python,WildcardImport,WildcardImport
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
"int main() { scanf(""%d"", &x); return 0; }",C,MissingInclude,MissingInclude
from os import *,Python,WildcardImport,WildcardImport
return 0,C++,MissingDelimiter,MissingDelimiter
"import numpyy
numpyy.array([1,2])",Python,ImportError,ImportError
for (auto i : vec { },C++,UnmatchedBracket,UnmatchedBracket
"for (;;) { printf(""loop""); }",C,InfiniteLoop,InfiniteLoop
"int main() { printf(""Hello""); return 0; }",C,MissingInclude,MissingInclude
from datetime import *,Python,WildcardImport,WildcardImport
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
"random.randint(1, 10)",Python,MissingImport,MissingImport
"int x = 10; printf(""Hi"");",C,UnusedVariable,UnusedVariable
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"random.randint(1, 10)",Python,MissingImport,MissingImport
"import numpyy
numpyy.array([1,2])",Python,ImportError,ImportError
int main() { sqrt(16); return 0; },C,MissingInclude,MissingInclude
"String s = ""hello;",Java,UnclosedString,UnclosedString
"vector<int> v = {1, 2, 3;",C++,UnmatchedBracket,UnmatchedBracket
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
int x = 5; int x = 10;,C,DuplicateDefinition,DivisionByZero
int x = 10,C,MissingDelimiter,DivisionByZero
for (;;) { },Java,InfiniteLoop,InfiniteLoop
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
print((1 + 2),Python,UnmatchedBracket,UnmatchedBracket
print(name),Python,NameError,NameError
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
int x = 10,C,MissingDelimiter,DivisionByZero
"np.array([1,2,3])",Python,MissingImport,MissingImport
"int main() { strlen(""test""); return 0; }",C,MissingInclude,MissingInclude
"int main() { printf(""Hello""); return 0; }",C,MissingInclude,MissingInclude
"while True:
break",Python,IndentationError,IndentationError
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
int z = 30,C++,MissingDelimiter,MissingDelimiter
print(x),Python,NameError,NameError
"cout << ""Hello;",C++,UnclosedString,UnclosedString
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
"printf(""Hello"")",C,MissingDelimiter,UnclosedString
"while (true) { System.out.println(""loop""); }",Java,InfiniteLoop,InfiniteLoop
"if True:
x = 5",Python,IndentationError,IndentationError
float pi = 3.14,C,MissingDelimiter,MissingDelimiter
"int x = ""5"" + 3;",Java,TypeMismatch,DivisionByZero
"do { printf(""run""); } while (true);",C,InfiniteLoop,InfiniteLoop
"string s = ""hello;",C++,UnclosedString,UnclosedString
"def update(val, config={}): config['val'] = val",Python,MutableDefault,MutableDefault
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
"int main() { scanf(""%d"", &x); return 0; }",C,MissingInclude,MissingInclude
int x = 5; int x = 10;,C,DuplicateDefinition,DivisionByZero
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
from math import *,Python,WildcardImport,WildcardImport
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
5 = x,Python,InvalidAssignment,InvalidAssignment
5 = x,Python,InvalidAssignment,InvalidAssignment
int x = 10,Java,MissingDelimiter,DivisionByZero
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
5 = x;,C++,InvalidAssignment,InvalidAssignment
"int main() {
  printf(""Hi"");
",C,UnmatchedBracket,UnmatchedBracket
"string s = ""hello;",C++,UnclosedString,UnclosedString
from datetime import *,Python,WildcardImport,WildcardImport
from os import *,Python,WildcardImport,WildcardImport
"def process(data, cache={}): cache[data] = True",Python,MutableDefault,MutableDefault
"while True:
break",Python,IndentationError,IndentationError
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
"def process(data, cache={}): cache[data] = True",Python,MutableDefault,MutableDefault
"def update(val, config={}): config['val'] = val",Python,MutableDefault,MutableDefault
"if (x > 5 { printf(""big""); }",C,UnmatchedBracket,UnmatchedBracket
"def process(data, cache={}): cache[data] = True",Python,MutableDefault,MutableDefault
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
"re.match(r'\d+', '123')",Python,MissingImport,MissingImport
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"def add_item(x, items=[]): items.append(x)",Python,MutableDefault,MutableDefault
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
"from os import pathh
pathh.exists('file')",Python,ImportError,ImportError
"def func():
print('Hi')",Python,IndentationError,IndentationError
"def func():
print('Hi')",Python,IndentationError,IndentationError
int var = 1; int var = 2;,C,DuplicateDefinition,DuplicateDefinition
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
int result = 10 / 0;,C++,DivisionByZero,DivisionByZero
"int x = ""5"" + 3;",Java,TypeMismatch,DivisionByZero
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
print(undefined_var),Python,NameError,NameError
print('Hello),Python,UnclosedString,UnclosedString
result = x + y,Python,NameError,NameError
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"def process(data, cache={}): cache[data] = True",Python,MutableDefault,MutableDefault
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
"int main() { printf(""Hi""; return 0; }",C,UnmatchedBracket,MissingInclude
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
print('Hello),Python,UnclosedString,UnclosedString
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"def add_item(x, items=[]): items.append(x)",Python,MutableDefault,MutableDefault
"import randomm
randomm.randint(1,10)",Python,ImportError,ImportError
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
print(x),Python,NameError,NameError
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
"def func():
print('Hi')",Python,IndentationError,IndentationError
"import pandass
pandass.DataFrame()",Python,ImportError,ImportError
"""hello"" = str;",Java,InvalidAssignment,InvalidAssignment
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"int main() { cout << ""Hi""; return 0; }",C++,MissingInclude,MissingInclude
"def process(data, cache={}): cache[data] = True",Python,MutableDefault,MutableDefault
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
"np.array([1,2,3])",Python,MissingImport,MissingImport
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
5 = x,Python,InvalidAssignment,InvalidAssignment
from math import *,Python,WildcardImport,WildcardImport
"re.match(r'\d+', '123')",Python,MissingImport,MissingImport
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"for i in range(5):
print(i)",Python,IndentationError,IndentationError
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
print(x),Python,NameError,NameError
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
"plt.plot([1,2,3])",Python,MissingImport,MissingImport
from datetime import *,Python,WildcardImport,WildcardImport
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
